domain,Char_clean,Words_clean,Tokens
tepsivo.com,5997,930,1080
teqocloud.com,8709,1258,1450
teraloop.org,5474,773,892
terassi-lehti.fi,32,6,6
terhemaa.fi,26,6,6
terhipolkki.com,248,36,57
teropennanen.com,716,103,109
terra-inspectioneering.fi,174,24,42
terraclinical.com,281,54,63
terracolligo.com,216,36,43
terramek.com,2541,394,441
terrapatris.fi,401,64,66
terraviestinta.fi,32,6,6
terroircollective.com,202,39,41
terveystaitajat.fi,111,20,21
teslamotors.com,18,5,5
tespack.com,487,76,78
tessescafe.fi,171,27,28
testant.fi,1857,289,316
testcor.com,49,9,9
testhouse.fi,3728,554,619
testlogger.com,2760,484,521
testunit.fi,209,30,31
testworld.fi,4266,680,759
tetrachemicalseurope.com,2913,448,484
tetracubics.com,45,8,12
tetrafilm.com,1570,245,287
tevo.fi,32,6,6
texicallirecords.com,32,6,6
textilkompani.fi,89,17,17
textura.fi,949,140,145
tfix.fi,2652,422,445
tgif.fi,200,32,32
tglobal.com,231,38,38
thaimaaspa.com,1719,280,315
thaionzon.fi,71,13,13
the-nokken.com,34,6,9
theadaregroup.com,6508,1022,1081
theapsgroup.com,1438,217,223
thearcstudio.com,16121,2541,3207
theartistmusic.com,327,51,51
theatrejs.com,876,147,156
thebladehair.com,71,13,13
thecloudadvisory.com,4276,620,671
thecloudpeople.fi,2138,331,393
theculturefactor.com,7221,1114,1171
thedate.fi,2155,330,396
theempirestrikes.com,398,76,80
thefell.fi,1359,221,238
thefinlandexperience.fi,113,19,24
thefolder.agency,1617,224,267
thegair.com,202,39,41
thegrit.fi,37,5,5
thegroenforsmethod.com,83,12,13
theinfotrust.com,2313,353,399
thekefirguy.com,71,13,13
themadbotter.fi,680,114,117
themakerbazaar.com,149,26,30
themis.fi,202,39,41
thenextgenproject.io,1071,169,182
thenordicgem.com,8827,1474,1529
theorientalthai.com,32,6,6
theotherdanishguy.fi,784,109,191
thepavonini.com,1108,192,247
thepilatesstudiohelsinki.com,3951,662,683
thepinya.com,32,7,8
thepoint.fi,1163,178,184
thepole.fi,337,59,89
therapist.eu,95,15,16
therealteam.fi,453,59,66
thermidas.fi,292,38,42
thermo-transit.com,2004,320,331
therudolf.com,2572,415,429
thesapienslab.com,1374,201,207
thescientificworld.com,171,27,28
thestorage.fi,3577,541,575
theswitch.com,2395,362,382
thethinktank.world,1933,301,337
thetrust.fi,442,66,68
thevaluegenerator.com,400,62,63
thevertiggo.com,237,42,44
theyard.fi,2438,460,477
theymes.com,2393,374,391
thigo.io,759,120,150
thinglink.com,251,39,41
thingsoi.com,6759,970,1047
thinkatom.net,71,13,13
thinkdo.fi,1570,242,259
thinker.fi,1259,211,233
thinkinrocks.com,306,45,47
thinnan.com,3456,607,684
thirdeye.fi,1652,269,282
thirdpresence.com,297,43,44
thirdseason.fi,29,6,6
thirstybear.fi,262,48,49
thomastaisto.com,28,4,4
thoughtworks.com,1232,188,207
thriv.dev,486,75,81
thrustproductions.com,301,48,48
thunship.fi,757,115,134
thurne.fi,164,26,26
ticas.fi,1562,237,313
ticca.fi,2791,445,451
ticted.com,37,7,8
tidem.fi,470,70,76
tidycalls.com,5177,831,862
tiera.fi,9174,1268,2599
tieraresort.fi,3712,660,711
tieto.com,1344,223,256
tietoevry.com,1366,225,256
tietosuus.fi,99,12,18
tieva.fi,56,8,8
tifomo.fi,26,6,6
tigersomtilipalvelu.com,71,13,13
tiiakonttinen.fi,2965,543,552
tiileri.fi,8341,1086,2298
tiimikaveri.fi,32,6,6
tiinaminds.com,21,3,4
tiitus.fi,2851,401,595
tikean.com,155,24,24
tikkabit.com,73,15,15
tikkaspikes.fi,221,30,32
tikkisen.fi,56,11,11
tikosgolf.com,201,30,61
tila.fi,87,16,16
tilaalens.com,2797,465,581
tilaataksi.net,71,13,13
tilasahko.fi,62,9,11
tilavista.fi,64,14,17
tilikolmio.fi,127,20,20
tilimenu.fi,156,26,28
tilintarkastusvartia.fi,29,6,6
tilitaitolaitinen.fi,848,117,138
tilitilkka.fi,180,29,30
tilitoimistoparantainen.fi,355,64,67
tilkkunen.com,4013,583,921
tillander.com,2131,350,391
tillander.fi,831,114,182
timanttiporaus.com,740,119,124
timaweb.world,943,143,157
timax.fi,26,6,6
timberica.fi,840,130,147
timefilms.fi,140,21,21
timegate.fi,2705,402,478
timepiecevr.com,797,122,130
timeplan-software.com,1886,291,311
timerepaircorp.com,87,16,16
timergps.com,100,14,14
timetravels.com,684,109,126
timetravels.group,29,6,6
timil.fi,1495,213,242
timmet.fi,571,114,117
timojappinen.fi,171,27,28
timoku.com,123,21,26
timomoilanen.com,202,39,41
timopyykonen.com,33,5,9
timosiitonen.com,1693,291,325
timoteos.fi,1496,248,259
tingander.fi,1500,250,279
tintinbakerycafe.fi,543,95,111
tinytoutou.fi,71,13,13
tip.fi,45,9,9
tipeurope.com,2015,314,336
tipsymusic.fi,4167,754,783
tiralana.fi,941,139,163
tireduncle.beer,284,46,58
tirppa.fi,365,52,57
tise.com,837,149,161
tiusanen.tech,93,11,14
tixbit.com,573,103,120
tjmotion.com,16,4,4
tjrsuccession.com,1179,184,212
tk-huolto.fi,89,17,17
tkf-telecom.eu,117,21,23
tkkc.fi,1837,283,293
tkresearch.fi,32,6,6
tlepatent.fi,1897,281,295
tlworks.fi,168,33,53
tmf-group.com,890,142,145
tmkmachinery.com,4475,782,973
tml.fi,180,29,30
tn-pro.com,1368,180,181
tnc.ee,2973,457,500
tncmusic.io,161,31,31
tnrakennuspalvelu.fi,26,6,6
tntrekrytointi.com,3380,571,616
toast.fi,447,71,72
tocc.fi,202,39,41
todotapahtumat.fi,1266,192,192
toejoentaimiala.net,26,6,6
toihan.com,1027,134,193
toimija.fi,180,29,30
toimitusvalvonta.com,40,8,8
toinentulevaisuus.fi,202,39,41
toista.com,2101,388,401
toivonkide.com,71,13,13
toivosentalli.fi,89,17,17
tokavuh.com,771,142,142
tokiosushi.fi,20,2,4
tolika.fi,217,38,44
tolmas.fi,29,6,6
tolt-traders.com,3660,567,600
tomcon.fi,382,52,53
tomibjorck.fi,57,9,10
tomituominen.fi,26,6,6
tommisalenius.com,1298,195,212
tommisaltiola.com,214,36,38
tommitoija.com,1479,256,298
tomra.fi,171,27,28
tonavasahko.fi,29,6,6
toneverse.net,246,38,40
toni-itkonen.work,1851,304,317
toniruokonen.com,185,23,36
tonisco.com,2685,409,447
tonitikkanen.com,113,18,29
toomasheikkinen.com,101,17,17
top-unit.fi,29,6,6
topai.fi,2557,395,402
topal.fi,32,6,6
topautomation.fi,3741,621,665
topcanis.com,16,4,4
topconhealth.eu,412,55,57
topforge.net,202,39,41
tophair.fi,964,87,283
topkate.fi,656,106,106
toplake.fi,32,6,6
toplinemedia.fi,24966,3179,6792
toptester.com,1801,294,322
torafors.com,247,44,44
torikalla.fi,207,31,45
torinopizzeriakebab.fi,262,39,53
torope.fi,40,8,8
toshiba.fi,11559,1672,1990
tosibox.com,878,118,121
tosimuutos.fi,76,16,16
totalsolutions.fi,38,6,11
totoravintola.fi,5067,778,1133
touchgrass.io,265,53,55
toughbyte.com,1800,311,319
tourguides.fi,7627,1429,1490
touringcars.fi,177,38,39
tourpartner.fi,57,9,11
tovie.ai,12111,1782,1886
townbase.com,563,89,96
tpmoy.fi,39,7,9
tr3e.com,730,112,113
tracegrow.com,946,126,138
tracemation.com,3937,564,582
tracki.fi,3690,563,608
tracklution.com,9749,1569,1809
trackmedia.fi,1703,253,270
tradacc.com,12526,2248,2286
trade68.fi,164,24,26
tradecenter.ax,419,65,69
tradefactory.fi,51,8,15
trademarknow.com,3729,497,528
traden.fi,29,6,6
tradeup.fi,71,13,13
trado.fi,95,17,17
traildog.fi,1689,244,353
trailerwheels.eu,344,51,51
trailmaker.com,1453,203,263
trainbot.tech,542,87,95
trainero.com,3108,504,528
trainflow.app,714,117,123
tramigo.com,3420,514,549
tranemoworkwear.com,263,46,49
trans-seed.fi,921,145,149
transaxiom.fi,462,64,74
transearch.fi,1471,197,354
transferuno.com,32,6,6
transitcars.fi,229,34,41
translative.eu,248,40,42
translinkcf.fi,1188,202,205
transmover.fi,171,27,28
transportfinland.com,99,12,14
transporthosike.fi,1007,166,166
transsilta.com,835,133,139
transtarsecurity.com,87,16,16
transtechno.fi,1299,193,220
trapper.fi,3106,518,526
travelcon.fi,218,37,37
travellerent.com,17,2,2
treamer.com,6970,1217,1265
treeform.fi,264,42,44
treet.solutions,2029,326,365
treetopcrew.com,79,10,10
trekkingtrailstravels.com,1440,220,298
trektil.com,476,73,82
trelleborg.com,24,5,5
trendeco.com,52,9,9
trendmicro.fi,2529,374,388
trex.fi,985,160,177
triakisrobotics.com,45,8,8
tribe.red,1275,185,187
tribo.games,160,30,30
tribordoy.fi,22,4,4
tridiam.fi,2792,428,439
trifami3d.fi,83,12,13
trigature.com,147,22,24
trigol.com,1289,201,223
trijo.co,71,13,13
trikkielokuva.fi,88,14,15
trimach-drilltools.com,1442,223,245
trimmi-inspire.com,71,13,13
trimtex.fi,134,20,23
trinity.com,514,88,106
trinode.fi,222,42,42
trioplus.fi,1060,190,208
triotravels.fi,180,29,30
triplamedia.fi,176,34,34
triple-r-europe.com,3977,626,646
triplet.fi,72,11,12
tritonlt.lt,2892,451,462
troisco.com,1187,152,160
trombia.com,3536,490,568
tronti.fi,1070,161,177
tropicgrow.eu,52,9,12
troves.co,62,11,12
truadvisory.fi,37,7,10
trucker.fi,55,10,12
truemedinc.com,3136,456,499
truemotion.fi,32,6,6
truenorth.is,856,118,130
truenorthsearch.io,1197,178,185
trumo.com,3429,507,549
trussmatic.com,1033,156,165
truster.works,195,39,41
trv-palvelut.fi,218,37,37
try2.work,488,90,93
tryoutgrow.com,2330,382,394
tschudilogistics.com,2057,333,343
tsga.fi,71,13,13
tsto.org,30,5,7
tstry.fi,180,29,30
tsuumisoundsystem.fi,2066,323,432
ttfysio.fi,32,6,6
tthyvarinen.fi,192,37,44
tuehma.com,140,21,22
tuikku.fi,2894,467,535
tujaus.fi,3170,467,538
tukeart.com,703,133,140
tulaco.fi,162,20,22
tulikivi.fi,10887,1732,1947
tulka.com,1314,209,221
tumplate.com,2428,384,412
tumra.fi,218,37,37
tuneko.com,608,102,116
tunement.com,210,30,31
tunerthings.xyz,200,31,40
tunkbicycles.com,549,96,101
tunnelworks.com,515,83,85
tunninen.fi,4355,622,666
tuntea.fi,41,8,11
tunto.fi,654,93,96
tunturitila.fi,155,25,27
tuohus.com,164,28,28
tuokio.com,105,16,26
tuomasgustafsson.com,1173,183,198
tuomasjarvela.fi,3018,403,685
tuomassistonen.com,32,6,6
tuomaswainola.com,551,109,121
tuomifurniture.com,31,4,4
tuomosgames.com,530,90,93
tuoridistillery.fi,516,91,107
tuoriniemi.fi,32,6,6
tuotearvostelu.fi,691,106,119
tupakka-aitta.fi,80,14,14
tuparent.fi,2556,337,601
tupasiivous.fi,185,41,42
tuplabus.fi,202,39,41
turckvilant.com,7333,1139,1229
turefen.com,692,118,170
turkudistillery.com,3263,559,618
turmionkatilot.com,73,15,15
turunkandivalmennus.fi,75,14,14
turunsahkorakenne.fi,71,13,13
turuntilintarkastajat.com,69,10,11
turuntuomiopaiva.com,189,30,60
turvanasta.fi,504,85,92
tutors.fi,109,14,17
tutorswap.app,960,177,183
tutustudioborealis.com,71,13,13
tuumo.fi,1363,226,229
tuunaa.fi,29,6,6
tuvenor.fi,172,21,24
tuxera.com,243,39,39
tva.fi,2999,510,536
tvvmarinelighting.com,46,8,8
twc.fi,180,29,30
twentyeight.fi,71,13,13
twentyone.fi,66,9,13
twentytwenty.fi,630,102,106
twice.shop,232,46,51
twicecommerce.com,5294,902,936
twigcom.com,1125,194,202
twistedlinegames.com,303,46,50
twitter.com,101,18,20
twocrowsgroup.com,118,18,24
twoday.fi,2760,432,450
twodoorsdigital.com,493,78,84
twolinesoftware.com,1093,174,193
twosyllable.com,695,101,111
twowords.fi,87,16,16
tx.company,1637,246,265
tyoasu.fi,393,63,67
tyonalle.fi,37,5,5
tyonohjauskipina.fi,71,13,13
tyovene.com,688,105,130
typingmaster.com,398,62,64
typolar.com,85,13,16
tyrionpartners.com,1879,281,304
u-rakennus.com,87,16,16
uber.fi,4750,746,1038
uberwager.com,6239,1014,1097
ubikon.com,192,35,35
ubisecure.com,167,24,24
ubium.net,698,111,113
ubsolar.com,2216,308,335
ubtrobot.com,514,73,77
uccs.fi,456,69,71
uchestar.fi,202,39,41
ud.fi,180,29,30
udda.studio,94,17,17
ufs.fi,103,16,20
uftrust.com,18,5,5
ugone.fi,109,19,20
uhanadesign.com,551,88,142
uhma.ai,10416,1442,2747
uiswim.com,283,39,49
ukiport.fi,473,88,98
ukkone.fi,3339,523,563
uljasdevelopment.com,614,84,88
ultijam.com,163,27,31
ultimatesportservice.fi,138,24,25
ultrahack.org,5411,848,965
ultrapolymers.com,92,18,20
umbrellaforensics.com,147,20,21
umka.fi,876,142,153
umsa.fi,43,7,8
umuko.fi,40,8,8
unaco.fi,181,35,36
undertowgames.com,548,89,101
uneins.com,87,16,16
unelmaa.com,2199,406,456
unelmahoiva.fi,202,39,41
unelmalabs.com,1398,214,234
unenlahja.fi,202,39,41
unevn.gg,744,112,135
unic-palvelut.fi,329,58,58
unicorn.codes,162,33,33
unifysolutions.fi,35,5,5
uniikki.com,3070,479,506
uniklubi.net,508,79,107
uniman.fi,43,7,7
uniqer.net,792,128,137
uniqful.com,113,18,21
unique-yachting.fi,1266,192,195
uniquette.com,117,16,19
unisolver.com,101,17,17
unison.fi,18,4,5
unit4.com,8630,1304,1360
unitc.fi,71,13,13
unitedimaginations.fi,6608,1063,1202
unitsolver.com,2780,390,415
unity3d.com,20,6,6
unitylife.fi,2756,422,444
universalbeauty.fi,32,6,6
uniwaves.com,2086,315,327
uniwood.fi,4806,739,1105
unlimitedsafari.com,5141,871,951
unlockyourhero.fi,71,13,13
unmannered.film,1563,235,281
unna.fi,43,7,7
unrealproductions.net,254,49,50
untotech.fi,471,60,66
untuvia.com,3968,619,697
uomasosiaalipalvelut.fi,71,13,13
uomastudio.com,585,95,100
uova.fi,1350,230,245
upahaar.fi,32,6,6
upcharge.fi,4217,724,769
upcloud.com,1356,212,222
uperate.fi,222,39,39
upheat.com,1271,194,197
upm.com,775,109,127
uprightproject.com,2213,344,354
upro.fi,234,41,45
uproval.fi,165,25,32
upsiapp.com,1513,252,267
upswing.fi,1839,289,302
uptoflow.com,94,17,17
uptools.pro,465,72,72
upwe.co,28,5,5
urakiito.fi,170,25,47
urakointiruusunen.fi,71,13,13
urakoitsijakauppa.fi,49,9,9
urbandiamonds.fi,1773,316,325
urbanpasta.fi,5483,884,1101
urheiluhierojakoulu.com,71,13,13
urheilukuvat.net,331,57,62
urheilulinna.fi,180,29,30
urhosafety.fi,32,6,6
urtti.com,847,134,138
us-architects.com,71,13,13
usaveljewelry.com,389,64,66
usvasound.fi,1977,325,466
utag.com,798,150,159
utcoverseas.com,5109,803,825
utilitycloud.fi,308,47,52
utopiaanalytics.com,7749,1239,1350
utopiaandutility.eu,1217,196,213
utsjokitours.fi,1861,345,395
utu-sport.fi,48,9,9
uudenmaanpeltisepat.fi,71,13,13
uudenmaantilintarkastus.fi,32,6,6
uudistunet.fi,39,7,9
uusiapolkuja.fi,65,14,14
uusikotisi.fi,1693,247,401
uusinta.com,231,44,44
uusiokone.fi,79,15,15
uusiotek.fi,2574,379,418
uusipakkahuone.fi,1266,192,195
uustaas.fi,71,13,13
uusyrityskeskus.fi,169,32,52
uutos.fi,180,29,30
uuvana.com,402,71,77
uxstudio.fi,48,8,8
v1nordic.com,81,15,15
v4intellektmart.com,151,20,21
vaadin.com,838,108,156
vaajaconsulting.com,43,6,10
vaajakalliodesign.fi,225,34,50
vaakaruode.github.io,411,65,71
vaalia.health,3450,523,547
vaanted.com,75,14,16
vaapputarvike.fi,175,27,49
vaaramedia.fi,71,13,13
vaaraniemi.fi,447,83,86
vaarnii.com,1254,203,252
vaasaett.com,4382,653,685
vaasanasumisoikeus.fi,171,27,28
vaasantrukkihuolto.com,71,13,13
vaasasmiles.fi,171,27,28
vaatturiliikesauma.fi,1372,227,283
vacancesfinlande.com,71,13,13
vacuumwood.tech,2583,406,422
vade.fi,83,16,17
vaens.fi,2528,457,472
vaeroconsults.com,637,92,95
vaganza.fi,831,150,159
vahidmortezaei.com,87,16,16
vahvacon.fi,469,72,81
vahvaelama.com,1266,172,273
vaihtopenkki.net,218,37,37
vaile.fi,46,8,8
vaimo.fi,3342,511,580
vainu.io,2193,362,391
vaissalo.fi,3065,449,476
vaiste.com,851,132,138
vaisto.io,935,131,138
vaiti.fi,87,16,16
vakaosaaja.fi,108,22,22
vakigames.com,589,102,106
vakio.global,3913,591,625
vakkavet.fi,71,13,13
vakuutustenkilpailuttaminen.fi,50,7,14
vakuutusvaihtoon.fi,85,16,16
valajarvi.co,202,39,41
valamis.com,2771,447,480
valegachain.com,470,56,62
valeja.eu,704,130,147
valhallatribe.com,4583,748,986
valimo.ai,4524,726,749
valinta.fi,180,29,30
valkama.com,4396,603,635
valkea.net,2137,382,413
valkeahomes.fi,545,89,90
valkoinenpurje.com,49,9,9
valkokettu.com,328,50,50
valkonverstas.fi,32,6,6
valmet-automotive.com,2848,402,428
valmet.com,1789,243,265
valoanakyvissa.fi,32,6,6
valoe.com,559,87,96
valofirma.fi,15093,2421,3599
valokkidesign.fi,87,16,16
valomotion.com,2012,324,347
valonaintelligence.com,3007,456,484
valoon.eu,2977,517,529
valorbyte.com,309,46,58
valosan.com,7779,1273,1428
valota.live,4179,611,649
valpascertifications.fi,938,133,140
valpashotels.com,6321,1009,1086
valtamer.fi,78,13,13
valtanen.fi,38,6,6
valtberg.com,605,79,82
valtee.fi,71,13,13
valtimonfysio.fi,29,6,6
valtterihirvonen.com,41,8,9
valuatum.com,2781,433,463
valuc.fi,71,14,14
valuelab.org,304,54,56
valumo.io,25,3,3
valve.fi,83,14,15
valvedevs.com,129,22,27
vamosfinland.com,548,61,201
vanaja.fi,111,24,25
vanarix.fi,121,24,25
vanhakylagard.fi,71,13,13
vanite.fi,484,85,92
vapautusliike.com,181,35,36
vapi.fi,180,29,30
vappukeittiossa.fi,49,9,9
vaquum.fi,1500,218,248
varaoke.eu,1112,160,178
variantum.com,31,6,8
varjo.com,348,56,60
varjosoft.com,488,88,88
varmarent.fi,218,37,37
varner.com,182,29,30
varttina.com,4208,656,1000
varusteleka.fi,74,14,14
varya.me,2173,334,343
vasaspedition.fi,1078,154,168
vasek.fi,171,27,28
vaski.com,2868,425,480
vaskifilmi.fi,241,39,43
vau.company,1841,307,315
vea.fi,180,29,30
veblenglazer.com,2147,327,345
vectorstyler.com,7164,1126,1269
vedia.fi,1096,168,185
veenwaters.com,975,153,173
vehniainen.fi,391,63,70
veikonkone.fi,18038,2661,5154
veil.ai,7465,1194,1333
veklem.fi,87,16,16
vektornova.fi,75,14,14
velarca.com,2576,406,487
velerak.com,202,39,41
velhot.com,52,9,9
veliclothing.com,121,21,23
vellamo.com,873,139,176
vellamolkv.fi,218,37,37
vellikulho.fi,66,12,12
vello.fi,3676,566,795
velocitra.com,994,159,165
velocor.com,2005,325,363
velonix.fi,124,20,21
veloqpartners.com,65,12,12
velroq.com,2713,453,495
velvet.fi,202,39,41
venandidesign.com,831,148,149
venartdesign.com,167,31,34
vendacebeauty.com,71,13,13
vendep.com,797,143,154
venekuvaus.fi,316,53,54
venemotor.com,3414,517,561
venetaxi.fi,426,66,96
venho.ai,3387,524,542
vensum.com,2527,378,395
ventamium.com,1380,211,212
ventra.fi,736,108,113
venturabrands.com,584,81,83
venturemindly.com,3173,534,567
venturental.com,204,34,36
venturevillage.world,4489,645,780
venue-lab.com,3459,563,575
venumia.com,982,151,160
venusvisual.com,2063,298,309
veolia.fi,496,65,75
vepeicepro.com,1411,223,224
veracell.com,1772,300,315
verange.fi,9645,1614,1651
verda.com,6142,920,1029
verdane.com,183,29,31
verdeco.fi,71,13,13
vere.fi,2303,358,361
veriangroup.com,2645,398,414
verifa.io,970,150,157
verified.eu,3750,579,620
verifone.fi,52,8,12
verimatrix.com,135,18,18
veritum.fi,94,15,15
verkkokarhu.fi,154,27,32
verkkokukka.fi,1266,192,192
verkkomarkkinointi.fi,566,88,101
verkkopalvelu.fi,26,6,6
verkter.fi,454,80,81
vermangroup.fi,181,35,36
vermutti.fi,2660,443,533
verneglobal.com,2491,375,405
veronashelters.fi,271,36,40
versocapital.com,1812,262,285
versorakennus.fi,33,6,6
versoventures.com,1812,262,285
verspeak.com,1577,220,229
verstasarkkitehdit.fi,2710,375,504
versustrading.fi,202,39,41
vertanen.fi,222,42,42
verticalhobby.com,898,144,191
vertigo.fi,514,77,95
verttiniemi.fi,53,8,8
veruoy.fi,48,9,11
vesa-s.com,2802,401,480
vesalainen.fi,595,99,105
vesijaenergia.fi,2126,320,341
vesko.fi,237,37,39
vesterbackagard.fi,81,15,15
vesterinen.org,155,25,27
vetaavaa.fi,78,16,16
vetrospace.com,1547,220,237
vetula.fi,202,39,41
vexlum.com,501,74,90
vext.fi,3663,596,649
vf1ame.com,93,17,21
vfb.fi,1094,207,212
vfxhelsinki.fi,151,27,27
vhkoneistus.fi,2321,353,390
viacall.fi,26,6,6
viafacct.fi,327,49,51
viafinservice.fi,47,9,9
vialtopartners.com,4064,638,656
viamedia.fi,40,6,6
vianueva.fi,1160,170,188
viaplaygroup.com,873,139,153
viastar.fi,212,26,28
viatech.fi,40,8,8
vibadance.fi,171,27,28
vibae.com,1709,304,342
vibevision.fi,1955,308,321
vibin.ai,1826,302,314
vibrantnordic.com,1740,255,266
vicara.online,60,13,13
vicesolution.net,78,14,14
victoryfellowship.fi,71,13,13
vicus.fi,1482,226,261
vidalico.com,1017,167,177
vidamin.fi,121,24,25
videobot.com,76,10,12
videoidea.fi,202,39,41
vieno.fi,87,18,18
viesatek.fi,2988,453,567
viestitar.fi,152,26,28
vigshrav.com,2445,454,469
vihdas.com,2014,288,326
viheragroup.fi,44,8,11
viherleap.com,171,27,28
vihervaara.com,81,15,15
vii.lu,178,29,30
viialankiinteistohuolto.fi,26,6,6
viihdekolmio.fi,26,3,8
viikinlahticampus.fi,49,9,9
viima.com,3001,463,476
viima.io,1741,280,322
viimatech.fi,106,14,17
viippola.com,443,64,65
viis-yhtyma.fi,183,39,41
viisiagency.com,7552,1080,1098
viistodesign.fi,216,32,49
viitanordic.com,8946,1342,1522
vikinggenetics.com,1064,169,181
vikingit.fi,71,13,13
vikingsolutions.net,71,13,13
vikkela.fi,234,41,45
vildmusic.com,259,48,50
vildock.com,84,16,18
vilhi.fi,247,40,40
viljacare.com,3135,507,548
vilkase.fi,71,13,13
villajaperinne.fi,87,16,16
villakarhukumpu.fi,5875,1016,1169
villakemi.fi,32,6,6
villanangu.com,4857,867,934
villefrostcoaching.com,164,28,28
villeisola.com,2412,392,406
villelehtonentherapies.com,9751,1413,2577
