domain,Char_clean,Words_clean,Tokens
better-together.fi,45,7,7
betterenergy.com,1521,232,238
betterhomefood.com,3169,487,497
bettermonkeys.fi,2520,451,457
betterthanbrains.com,5596,886,1016
bevelai.com,1094,170,184
bewellon.com,42,8,10
beweship.com,101,20,24
bewi.com,142,23,23
bexxconsulting.com,57,9,14
beyondarctic.com,14789,2349,2730
beyondretro.com,268,44,49
beyondstore.fi,247,44,44
beyronaudio.com,127,21,24
bfast.fi,99,15,15
bfo.fi,180,29,30
bgi.fi,166,26,42
bgmaterials.com,1822,282,322
bgmeurope.com,1623,246,259
biancamorales.com,454,76,99
biancapopmusic.com,71,13,13
bienefors.com,1226,204,215
bigberg.eu,454,77,79
bigmentum.fi,87,16,16
biil.fi,100,14,14
bikbok.com,171,27,28
bikerental.fi,1508,248,281
bilar99e.com,8354,1155,2303
bilar99e.fi,8354,1155,2303
bildy.fi,2489,376,408
bilfinger.com,644,89,102
billiardsky.net,1106,178,236
bilmax.com,32,6,6
binarge.net,11109,1815,1921
bio-rad.com,73,16,16
bioacademy.fi,227,37,41
biobag.fi,2191,327,356
biocid.com,684,95,109
biocode.io,2831,426,444
biodivercity.fi,179,28,36
biodrain.fi,39,7,9
bioenergo.fi,545,86,114
biohealth.fi,2505,350,368
biomar.com,234,33,41
biomendex.com,326,54,68
biomensio.com,161,29,49
biomerieux.com,3399,508,562
biomimita.com,87,16,16
biomindlabs.com,2874,407,457
biomoc.com,699,99,108
biopit.eu,44,10,11
bioport.fi,68,11,15
bioproton.com,1850,274,337
biopsense.com,5191,805,907
biosafe.fi,1019,149,183
bioscreen.fi,367,55,61
biosysa.com,37,5,5
biotalouskotiniemi.fi,49,9,9
biovara.com,127,20,20
biovian.com,3656,512,573
bip.fi,1053,198,201
biport.fi,202,39,41
birchstar.com,204,34,36
birling.fi,43,7,7
birn-partners.com,156,26,26
bisamsson.fi,10,2,2
bislab.fi,656,107,121
bistrodindin.com,29,6,6
bistrovenla.com,46,9,11
bit-odd.com,2564,451,533
bit.fi,76,11,12
bitapps.fi,567,94,97
bitbrewers.fi,936,148,155
bitgroup.fi,32,6,6
bitjoiner.fi,2973,461,483
bitnik.fi,49,6,8
bitonic.fi,46,8,8
bitreeds.com,49,8,14
bitsap.com,52,9,9
bittiainen.com,3665,613,711
bittium.com,342,44,46
bitville.com,137,25,26
biyume.fi,34,7,8
bizby.fi,1659,254,287
biziting.com,65,11,12
bizlog.fi,899,132,135
biztech.pro,355,64,67
bj-services.fi,925,116,119
bjorksoftware.com,926,126,134
bkb.fi,29,6,6
blab.fi,3395,517,547
blackbox.fi,2688,391,404
blackhedge.eu,477,81,84
blackpepperswing.com,2882,488,501
blacksmokeracing.com,736,143,147
blackspotmerch.com,26,6,6
blacktopmanagement.com,2077,379,390
bladefence.com,195,29,39
bladverk.com,5016,773,825
blanket.eu,6775,1141,1236
blanmare.com,742,110,112
blastbit.fi,26,4,5
blastr.no,1581,252,261
blendinkids.com,1659,229,377
blic.fi,480,64,71
blidz.com,103,19,20
blindchannelofficial.com,188,33,35
blindhuck.com,25,5,5
blink.fi,353,51,53
blinknow.fi,366,68,71
blissadventure.fi,1802,303,343
blockfest.fi,12079,1968,1972
blomberg.fi,458,72,85
bloomagency.fi,29,6,6
bloomingrock.net,32,6,6
blossomkauneushoitola.fi,962,140,164
bluebaum.com,324,52,54
bluebelldigital.com,12962,1942,2021
bluebirdmedia.fi,288,46,47
blueenergies.fi,217,30,31
bluefors.com,2769,447,470
bluemonday.fi,767,139,145
blueprintcrusher.com,8250,1384,1510
bluetechfinland.com,2220,349,419
bluetone.fi,135,22,26
blumaq.com,1333,207,229
bluugo.fi,10006,1502,2222
bm-chemie.fi,9732,1547,2118
bm-science.com,848,127,137
bo-asia.com,207,32,33
boardio.com,2151,355,371
boatfile.com,71,13,13
bobhairhelsinki.com,2496,440,488
bobodit.com,1155,205,223
bobonus.com,81,16,16
bobw.co,186,35,35
boc.fi,1008,194,195
bockscornervillage.com,511,89,101
bodenracketsports.com,733,125,138
bodynbalanceathletics.com,794,118,121
bodynovo.com,1024,173,173
boeing.com,1488,226,235
boet.co,441,71,78
boffineducational.com,71,13,13
boi.fi,3713,597,630
boilingdata.com,10678,1770,1848
bokira.com,64,11,13
bole.fi,180,29,30
boltfactory.com,29,6,6
bonacube.com,558,89,93
bonboncommunity.com,663,110,119
bond.fi,511,83,99
bondora.com,3953,687,711
bonhomie.eu,127,19,19
bonito.com,71,13,13
boniutravel.fi,615,105,111
bonnector.com,2943,470,493
bonrakennus.fi,71,13,13
bonsaicapital.eu,747,114,118
bonusstage.co,135,23,26
bonvivant.fi,56,11,11
boogi.fi,32,3,5
boogy.fi,4511,682,782
book24seven.com,44,9,9
bookingmytour.com,32,6,6
booknow.fi,14604,1750,5044
booksalon.fi,319,62,72
booming.fi,182,29,30
booncon.com,128,21,22
boostbusiness.fi,32,6,6
boostwith.ai,521,82,100
bopcatrecords.com,32,6,6
bore.eu,542,81,88
borealhki.fi,6199,1046,1126
borealis-adventures.com,26,6,6
borealisgroup.com,1109,178,199
borealwildlifecentre.fi,596,93,111
boro.fi,2694,376,441
borrasoutdoor.com,1143,183,195
boshoryfinland.com,1446,233,266
boston.fi,3423,549,607
botanicanordica.com,1291,211,212
botdot.ai,69,12,12
botniaconsulting.com,71,13,13
botniafreeze.fi,26,6,6
botniapuu.fi,75,14,14
botniark.fi,202,39,41
bottomland.fi,662,113,132
bou.co,490,90,93
bought.app,9724,1623,1970
boulderkeskus.com,1388,244,264
boulevardtech.fi,1450,215,225
bounceinternational.com,87,16,16
bounien.com,71,13,13
boutiquescm.com,1334,178,185
bovandbeyond.com,66,12,14
boweco.fi,1268,172,277
box-x.eu,1263,200,207
boxbox.com,2166,346,357
boxie.fi,1794,304,323
boxjam.fi,581,92,102
brachion.fi,2159,315,341
brainflight.fi,7853,1163,1245
brainuts.com,3364,565,597
bramble-cay.com,143,26,28
branchpoint.fi,174,28,28
brancoy.fi,831,125,139
brandbastion.com,8296,1322,1415
brandboys.fi,303,49,51
brandcruises.fi,218,37,37
brandkind.fi,192,32,34
brands4globe.com,645,114,119
brandsdalgroup.com,1388,226,274
brandtgroup.fi,1886,304,359
branquish.com,202,39,41
brav.com,520,97,99
bravealliance.net,556,86,88
bravemotion.com,366,61,62
bravestoriessociety.com,202,39,41
bravex.fi,40,7,13
bravia.fi,2238,360,377
bravorimusic.com,46,8,11
brawin.fi,667,99,110
braxtonclothing.fi,671,110,117
breakaway.cc,5825,983,1084
breakfast.fi,57,9,14
breakfasthelsinki.fi,49,9,10
breathing4better.com,2670,389,429
breezeofthenorth.com,122,21,24
brejk.fi,37,5,5
brella.io,6137,926,974
brenntag.com,3549,626,628
brennusglobal.com,651,87,105
brevisio.com,43,8,8
brianjamestrailers.fi,710,111,120
bridge2market.co.uk,2428,347,356
briefer.io,2578,448,497
brierlabs.io,787,115,121
brighterfutureway.com,855,130,131
brighterwave.com,76,12,12
brightgroup.com,32,6,6
brightplus.com,2631,379,415
brightstarlottery.com,2140,350,372
brillia.fi,1540,219,243
brilloconnetz.com,3804,574,656
brinkhill.com,549,83,87
brioglobal.com,2730,451,484
brisa.fi,912,151,160
britemind.io,2276,408,429
brn.fi,40,8,8
broadband.se,1121,164,188
broadbit.com,1870,285,306
broadius.fi,1667,265,305
broadview.fi,73,10,16
brokerteam.fi,202,39,41
broman.law,1194,175,202
brothersparturi.fi,2179,353,377
brotilitoimisto.fi,78,14,21
brovia.fi,202,39,41
browriina.com,26,6,6
brpscandinavia.com,1121,188,197
bruktech.com,4202,590,657
brummerhome.com,1334,204,295
brunila.com,23,5,7
brunothefrog.fi,29,6,6
brusselsairlines.com,171,27,28
bruukki.com,4210,669,719
bryggetrade.com,868,137,146
bryom.ai,1900,325,356
bsstudios.co,104,19,19
bsum.fi,2289,340,371
btg.com,812,127,131
btglobalaccess.com,32,6,6
btq.fi,279,42,43
buddyhealthcare.com,4370,614,645
buenoandco.com,71,13,13
buertravels.com,3155,502,523
bufo.fi,367,64,84
bugbyte.fi,1594,273,296
buhlmann-group.com,2578,425,473
buildgrid.ai,3225,482,503
buildpositive.earth,58,9,11
buiren.eu,445,71,76
bukk.fi,1096,207,212
bulifitness.fi,997,174,191
bumblebee.fi,2232,320,340
bunnybunny.fi,135,24,24
buorre.fi,656,102,105
burgeriville.fi,418,68,74
burgervillage.fi,29,6,6
burnoutcity.fi,10972,1830,1993
buropartners.com,52,11,11
bursonglobal.com,940,144,154
burton.com,185,37,40
business.site,81,18,18
businessangels.fi,155,25,27
businessjapan.fi,201,25,35
businessmadeagile.com,12161,1937,2037
businessrooster.com,151,28,29
businesssavo.fi,3051,477,599
businesswiz.fi,2417,371,378
butterfly.vc,1873,315,331
buzzleapp.com,3169,534,567
bwp.fi,1097,207,212
bws.net,783,120,120
bxng.fi,171,27,28
byannalinnea.com,72,12,12
bycaroline.fi,171,27,28
byfar.fi,177,32,35
bygaten.fi,81,15,15
byggcraft.fi,192,29,33
byro.legal,1178,203,211
bysoca.fi,202,39,41
bytecraft.fi,2656,397,416
bytemantra.com,747,121,140
bythesea.fi,1163,198,208
byzantian.net,1901,314,342
c-coffee.com,57,9,9
c-fiber.fi,1326,211,271
c-management.fi,29,6,6
c-soft.net,2480,401,429
c2b-solutions.com,2935,471,494
c3c.fi,2562,391,642
caamos.com,32,6,6
caasidesign.com,1653,280,303
cabb-chemicals.com,1827,271,288
cabctrade.com,32,6,6
cabo.fi,454,80,81
cactos.fi,12769,1732,3569
cad4wood.eu,3366,504,538
cadmatic.com,2481,356,369
cadwill.com,237,41,41
cafeannika.fi,35,5,5
cafeboardgame.fi,10917,1802,2511
cafeclehelsinki.com,375,63,65
cafegamlastan.fi,71,13,13
cafeherkkuhetki.fi,71,13,13
cafelito.fi,1761,289,390
cah.fi,64,12,13
cahkalhotel.fi,5610,926,1012
caidio.io,1005,147,150
caima.ai,397,76,82
caineclothiers.com,66,11,11
cajo.fi,11363,1739,1906
calabrio.com,2413,357,381
calebtours.fi,329,58,58
calicode.fi,5198,699,802
callcompany.ai,3940,636,670
callstream.ai,2240,350,376
calor-e.com,718,101,107
camco.energy,657,100,108
cameraid.com,97,15,16
camillatuominen.com,4794,721,799
campbellsci.com,28,5,5
canatu.com,1070,163,185
candorsweden.com,622,89,104
candour.fi,317,53,54
canformance.net,703,107,116
cannedbit.fi,794,143,146
canoca.fi,100,14,14
cansome.com,2832,516,527
canttiacca.fi,1378,211,214
canvasevents.fi,29,6,6
caonso.com,121,24,25
capacic.com,234,33,36
capelake.com,1637,257,262
capella.fi,30,6,6
capilyst.com,44,8,8
capitalcatering.fi,87,16,16
capolino.fi,26,6,6
capra.fi,1332,206,210
capricode.com,3755,508,529
captium.fi,512,81,84
capture.design,14,3,3
captureenergy.eu,5482,874,953
carbon2reuse.com,3481,525,551
carbonaide.com,734,114,125
carbonscape.com,645,85,98
carbontosoil.com,2871,411,462
carbonzero.com.hk,3281,502,545
carccu.com,319,48,52
cardiosignal.com,2699,421,461
cardirad.fi,264,37,41
care-apu.eu,202,39,41
carelia.co,164,28,28
carelia.fi,70,7,25
carenina.fi,71,13,13
carenio.com,164,28,28
carewhy.com,46,7,11
cargo-center.com,1017,155,162
cargo1.fi,3330,502,546
cargocollective.com,4752,729,1053
cargofit.fi,407,71,92
cargolix.com,459,58,62
carioca-consulting.com,297,51,54
caritworks.fi,202,39,41
carnegie.fi,121,20,29
carner.com,2064,300,336
carolinagruner.com,1212,213,230
carone.fi,234,41,45
carouselnursery.fi,32,6,6
carpstudio.com,400,64,64
carstell.fi,156,26,28
cartbeat.fi,534,78,89
carus.com,2471,371,387
carwash369.wixsite.com,1869,279,290
casagrafico.fi,490,45,182
casagrandelaboratory.com,26,6,6
casasnordic.fi,298,42,70
cascataconsulting.com,60,9,14
casebooster.com,115,18,20
cashmarket.net,15,3,3
cassior.net,92,8,36
castle-audio.com,391,77,78
castorconstruction.fi,2807,420,512
casuology.com,253,50,52
casvu.ai,72,11,12
catapult.fi,71,13,13
catella.com,1209,182,199
cauldrondevelopment.com,992,151,166
causalitylab.ai,71,13,13
causalytics.ai,1235,181,190
causapro.com,4516,671,721
cavesol.com,1878,264,283
cavitar.com,3671,535,567
cbluegroup.com,350,58,59
cbre.fi,1942,300,312
cbs-consulting.com,3134,489,526
ccbrothers.com,57,11,11
ccefinland.org,2525,345,384
cebt.fi,48,8,9
ceci-corp.com,1297,218,225
ceci-educare.fi,66,10,10
cee-nordic.com,150,21,22
celarius.com,2347,346,371
celecien.fi,87,10,21
celerium.fi,143,21,23
celeuropa.eu,171,27,28
cellstar.fi,171,27,28
celltech.fi,32,6,6
celltechsolutions.fi,32,6,6
cellz.tech,2605,446,458
celtic.fi,96,16,16
cencorpautomation.com,8331,1338,1465
centibel.com,50,8,8
centraloceans.com,2626,410,414
centrive.ai,525,72,72
cerebrex.io,164,28,28
cerecaptio.com,60,13,13
cerenion.fi,4266,674,753
cervid.fi,164,22,24
cesim.com,12266,1914,2064
cevalogistics.com,454,80,81
chainfrog.com,389,61,67
chainpeptides.com,9356,1354,1485
championdoor.com,2591,393,406
changemakerssociety.fi,87,16,16
chaoandeero.com,758,128,149
chaosarchitects.com,4544,711,747
characterhouse.fi,305,50,51
charge-amps.com,251,39,43
chartipedia.com,2022,321,366
chautariravintola.fi,50,8,14
cheapsleep.fi,1713,292,314
checkfirst.network,2118,340,356
cheeksoft.com,1344,236,247
cheermusic.fi,26,6,6
cherrydoggy.com,32,6,6
chezjanet.fi,1342,243,274
chicagowood.fi,1105,159,216
chief.fi,8321,1305,1356
chiliagency.fi,46,8,13
chillybrown.fi,894,167,169
chinaoffice.fi,37,5,5
chingu.fi,2029,326,495
chipital.com,181,35,36
chipmetrics.com,29,6,6
chiquita.com,755,125,137
chironex.eu,4063,575,593
chleon.com,52,9,9
chocolate-angel.com,1358,238,247
choicely.com,473,75,78
choralworks.fi,1300,234,245
chordus.fi,526,75,92
chronifold.com,746,128,140
chrono.fi,343,51,57
chs.fi,703,93,122
cibusrealestate.com,1359,210,219
cielesgroup.com,164,28,28
cim.fi,1097,207,212
cince.fi,202,39,41
cinea.fi,100,14,14
cinemamondo.fi,32,6,6
cinemanse.fi,2332,360,436
cinerain.fi,41,8,10
cineshare.io,2984,471,534
circularfoams.com,2591,374,395
cireco.fi,1584,252,293
cirit.fi,255,38,39
cisa.fi,32,6,6
citipanda.co,26179,4361,5044
citronnerie.com,202,39,41
citrussolutions.fi,7426,1208,1343
citycon.com,397,64,72
cityfamily.com,645,110,111
cityflorist.fi,99,15,15
citynomadi.com,3874,628,667
civitor.com,275,32,32
civitta.com,752,104,110
cjc.fi,80,12,21
claidroid.com,2135,300,325
clariant.com,4698,792,812
claritysystems.fi,917,132,135
clarvo.ai,3625,562,595
clashdiscs.com,922,178,185
classiccenter.fi,124,25,25
classiccollection.fi,935,155,167
classicflygear.com,71,13,13
clausal.com,1057,145,159
clavis.fi,5409,885,1047
clayhill.fi,398,61,88
clc.fi,2487,356,385
cleamix.com,3320,441,497
cleanbynova.fi,196,31,31
cleanliving.fi,1906,326,332
cleantouchmedical.com,3177,534,568
clear-edge.com,1791,266,268
clearmind.fi,51,8,12
clepow.fi,1375,244,256
clevry.com,4460,708,747
clicinnovation.fi,830,117,122
clickcall.fi,608,110,111
clicktheroad.com,2570,416,440
client.studio,172,27,28
climecon.fi,53,9,9
clingate.bio,2043,292,322
clinicestetic.fi,805,123,133
clips.fi,6711,883,1856
clorient.com,5940,951,981
closalkio.com,505,86,96
close-up.fi,3095,497,522
closedloopengineering.fi,127,20,20
cloud2.fi,3990,629,654
cloud9.fi,2057,305,389
cloudamite.com,147,26,28
cloudator.com,395,59,69
cloudcomputing.fi,32,6,6
cloudfactorygroup.com,128,26,27
cloudforge.fi,1203,164,172
cloudnerve.ai,3657,561,602
cloudnsci.fi,61,10,10
cloudy.agency,404,57,65
clr.fi,1095,207,211
clubhousehelsinki.com,26,6,6
cluckchick.fi,26,6,6
cluetail.com,254,32,35
cmowashere.com,202,39,41
cncf.fi,96,18,18
co-consultingcompany.com,4668,665,727
coach4pro.com,4718,751,763
coachingman.fi,202,39,41
coast.fi,171,28,32
coastone.fi,3201,525,539
cobbleyard.com,1847,295,348
cocomoco.co,2552,393,414
coconord.com,164,28,28
codalyst.fi,102,15,15
codaone.fi,111,13,16
codealtos.fi,29,5,5
codease.fi,2379,356,378
codebon.fi,181,35,36
codebowl.design,1174,194,215
codebuddy.fi,236,40,40
codedat.tech,648,89,93
codefact.xyz,964,130,133
codekatu.fi,3340,506,530
codeline.fi,1257,209,215
codelinja.com,139,22,24
codemaster.fi,229,37,38
codemate.com,3837,575,616
codemenders.com,909,156,161
codemic.fi,1535,233,283
codens.com,52,9,9
codento.com,1174,165,177
codeschool.fi,3362,543,575
codespace.fi,3733,554,627
codesys.fi,86,10,12
codesystems.fi,86,16,19
codeverde.com,417,61,68
codibri.uk,3878,604,644
coditlkv.fi,29,6,6
codo.fi,669,105,159
coenna.com,202,39,41
cogknit.io,2176,277,294
cognitica.ai,4978,712,744
coinmotion.com,3680,559,884
coinvesto.com,2385,386,397
cojot.com,2550,382,409
colab.fi,959,163,170
collapick.com,452,74,77
collaprime.com,2322,326,343
collate.fi,1878,319,336
collectivecrunch.com,322,46,58
collo.fi,5055,765,799
colmio.com,26,6,6
colorblindstore.com,2846,425,625
colossalorder.com,119,20,21
coloursinternational.net,283,45,51
colourstrings.fi,2338,367,405
colte.io,2723,435,452
coltergroup.fi,3756,581,631
columbiaroad.com,7103,1110,1180
colyflor.com,1026,146,176
com-pa-ny.com,201,32,52
comarcon.fi,32,6,6
combientfoundry.com,113,14,14
combinedao.com,1730,288,303
combiworks.com,165,25,31
comcom.chat,733,110,124
cometofinland.fi,5444,881,988
comidacom.fi,398,64,65
comm-board.com,71,13,13
commedia.fi,1241,203,227
commercion1.com,53,9,12
commex.fi,2169,297,314
commonsense.fi,3938,654,697
commscope.com,313,44,52
compall.fi,1657,262,271
companial.com,3109,473,494
comparables.ai,5492,806,856
compasspsychology.fi,5661,863,983
compatent.fi,220,40,40
compensate.com,2835,429,451
competencemapsolutions.com,202,39,41
comping.fi,342,48,53
completech.fi,216,31,38
comprendum.com,1185,163,206
comptek-solutions.com,422,51,60
compunication.com,3241,466,530
compusoftgroup.com,1063,164,173
computenordic.com,1760,267,285
comsel.fi,1853,294,308
comteclabs.com,3169,488,655
comusic.fi,39,4,11
conbalance.com,67,12,13
concent.fi,180,29,30
concentrix.com,2286,325,334
concepts.app,10791,1884,1975
concretecreative.cc,1301,186,205
concreteproof.fi,1266,192,195
concria.com,2431,359,402
conductambassador.com,71,13,13
conejome.com,1269,202,216
conenor.com,842,110,202
confidants.fi,503,69,86
confidee.com,1324,213,227
confidentialmind.com,65,10,11
confidex.net,171,27,28
confoot.fi,593,106,107
congrid.fi,32,6,6
coniel.com,4913,770,821
coniferproductions.com,1628,279,366
conncent.fi,47,6,6
connectedfinland.fi,2537,360,381
connectedinventions.com,2537,360,381
consid.com,4428,675,776
consideritdone.fi,1128,188,247
consortia.fi,181,35,36
constant.fi,97,13,18
constlet.com,711,107,114
consultforgrowth.com,7535,955,1011
consulto.fi,22,4,4
contentcreationdojo.com,15383,2589,2655
contentunion.net,32,6,6
control.dev,5344,835,882
convergens.fi,1121,179,184
convergentia.com,4820,726,755
convergentreality.io,431,55,68
converta.fi,76,13,14
convertwell.fi,29,6,6
convion.fi,1151,161,169
conware.cz,30,7,7
coodi.fi,71,13,13
coolballs.fi,1586,236,250
coolbrook.com,5183,771,878
coolclassy.fi,577,102,105
coolexports.com,3320,525,559
cooliblade.com,5988,773,910
copado.com,2493,404,450
coptersafety.com,377,57,64
coravari.fi,172,34,54
cordaxia.com,71,13,13
coredo.fi,37,5,5
coredrilling.fi,886,135,175
corego.fi,245,33,44
corelink.se,2305,380,403
corenum.fi,123,23,23
corenvest.fi,3871,591,654
coresbond.com,5072,798,1046
corims.fi,35,8,8
coriosi.com,172,34,54
corle.fi,1144,185,196
cormet.fi,2872,464,492
cornerstone.land,2026,322,343
corob.com,932,142,152
correktor.com,1786,277,279
corrosioncontrol.com,761,115,135
corrsy.com,598,85,91
cortexventures.com,202,39,41
cosmateapp.com,1372,217,223
cosmethics.com,3208,510,551
cosmicdivision.com,1199,188,200
cosmicjetpack.com,202,32,64
cosmos-hub.com,147,23,25
cospace.fi,624,114,118
costo.fi,1171,200,211
cosy.fi,202,39,41
countlessgoodbyes.com,26,6,6
countzero.fi,121,24,25
couragevc.com,769,128,137
courageventuresfunds.com,63,9,15
coursefactory.net,739,114,124
coventures.io,13915,2226,2475
covertop.fi,87,18,18
cowa.fi,170,25,47
cowater.com,2038,251,261
cprime.com,183,24,26
cpt.fi,32,6,6
craftlab.io,810,133,139
cramo.fi,11693,1769,2292
craneoptimizer.com,1520,235,245
craneworks.fi,15947,1992,4860
cratova.fi,203,39,41
crazygrannydesigns.com,1748,279,292
creacomp.fi,1043,160,188
creani.fi,26,6,6
creanno.fi,1421,224,439
creativehki.com,202,39,41
creativice.com,2465,378,402
creatorakatemia.com,37,5,5
creatove.fi,26,6,6
creavite.co,44985,6230,6475
crecco.fi,894,145,202
credeal.fi,78,14,15
creetah.com,361,61,66
creoir.com,921,124,128
creosys.fi,218,31,35
creowave.com,2566,362,379
creowavefilters.com,2927,420,436
creste.fi,71,13,13
crewingmasters.fi,81,15,15
crimsonpeak.fi,202,39,41
cristal.fi,1054,198,202
criticalforce.fi,150,23,25
criticalsection.fi,3194,495,530
crmservice.com,1024,180,185
crocs.fi,171,27,28
crop.fi,1126,163,195
crossfitlakeend.com,71,13,13
crossfitsornainen.com,2046,361,374
crossfittuusula.fi,53,9,9
crosskey.fi,3973,576,609
crossnomads.com,1811,265,396
crossvision.fi,1190,159,163
crowdsorsa.com,3912,664,715
crowndefence.fi,4088,517,548
csamhealth.com,3116,473,498
csandberg.consulting,1235,210,221
cscglobal.com,1071,165,173
cscommunications.fi,320,49,50
cse.is,4395,660,677
ctcr.net,927,146,163
ctek.com,433,68,74
ctr.fi,249,40,41
ctrlreality.fi,71,13,13
cubanska.com,85,16,16
cubesta.fi,180,29,30
cubicasa.com,6325,1091,1144
